income_stability,average_eligible_emi,average_usable_salary,average_monthly_credit,employer_category,employment_tenure_years,average_month_end_balance,bounce_count,gambling_transaction_count,active_loans_count,has_credit_card,has_personal_loan,has_home_loan,credit_exposure_intensity,average_obligation_to_income_ratio,credit_score
STABLE,65525.44,201233,324980.7,Category A (MNC/Govt/PSU),6.6,99868.22,0,0,5,1,1,1,5,88.98,667
STABLE,125329.95,232879,404210.94,Category B (Private Ltd),7.28,13187.34,0,0,1,0,0,0,2,49.37,715
FLUCTUATING,36051.56,81799,103099.52,Category A (MNC/Govt/PSU),0.89,2684.72,0,0,1,1,0,0,1,32.37,594
STABLE,38333.32,90652,96106.58,Category C (Partnership/Proprietorship),11.48,5681.26,0,0,0,0,0,0,0,52.07,688
STABLE,50106.78,126677,298262.69,Category C (Partnership/Proprietorship),11.59,6556.63,0,0,1,0,0,0,1,78.96,664
STABLE,75170.45,133369,274175.77,Category B (Private Ltd),12.84,476469.85,0,1,5,1,1,1,5,48.71,694
STABLE,33960.19,57589,151657.06,Category A (MNC/Govt/PSU),0.15,45717.63,0,0,5,1,1,1,5,48.04,706
STABLE,71915.24,231203,406697.23,Unlisted,0.51,340193.11,1,0,2,0,1,1,3,48.25,639
STABLE,81822.94,235468,494101.43,Unlisted,5.07,937779.79,0,0,0,0,0,0,0,76.52,696
STABLE,34339.47,79497,228090.24,Category B (Private Ltd),0.4,126325.36,0,0,0,0,0,0,1,66.91,705
STABLE,114705.07,204551,340524.68,Category A (MNC/Govt/PSU),0.47,4795.75,1,0,2,0,0,0,2,44.02,610
FLUCTUATING,16575.56,53620,75895.55,Category C (Partnership/Proprietorship),1.41,36086.4,0,0,3,0,0,1,3,90.58,534
FLUCTUATING,18949.79,32943,51596.13,Category A (MNC/Govt/PSU),2.24,97121.94,0,0,5,1,1,1,6,16.95,674
STABLE,68239.48,213333,494418.92,Category B (Private Ltd),6.68,197342.79,0,0,3,0,1,0,4,73.47,705
STABLE,83183.31,157846,193442.35,Category A (MNC/Govt/PSU),11.51,788358.44,0,0,5,1,1,1,5,78.16,734
FLUCTUATING,77299.37,175245,508883.55,Category B (Private Ltd),7.68,523544.96,0,0,0,0,0,0,0,69.12,693
STABLE,70381.97,133068,140625.95,Category B (Private Ltd),5.65,218838.71,0,0,5,1,1,1,6,20.87,763
STABLE,83147.15,180133,451049.74,Unlisted,8.98,612288.54,0,0,5,1,1,1,5,25.08,709
STABLE,53403.78,113259,226180.48,Category C (Partnership/Proprietorship),7.18,362951.58,0,0,3,0,1,1,4,72.66,704
FLUCTUATING,37872.31,70656,107150.52,Category B (Private Ltd),1.82,41851.02,0,0,0,0,0,0,1,71.06,619
STABLE,62992.2,144890,392458.36,Category A (MNC/Govt/PSU),4.03,11138.48,0,0,3,1,1,0,3,57.44,683
STABLE,22135.04,48577,115783.33,Category C (Partnership/Proprietorship),4.56,157109.86,0,0,3,1,0,1,4,93.19,649
STABLE,133754.31,235601,665818.45,Category A (MNC/Govt/PSU),3.02,1132508.48,0,0,5,1,1,1,5,77.21,719
STABLE,76828.34,152832,418749.37,Category C (Partnership/Proprietorship),0.85,147169.0,0,0,3,1,1,0,3,18.51,681
UNSTABLE,58199.2,107623,260679.44,Category B (Private Ltd),1.12,126958.33,0,0,2,0,0,1,2,55.96,630
STABLE,125009.59,226509,489437.23,Category B (Private Ltd),0.56,50352.57,0,0,4,1,0,1,4,58.23,706
STABLE,100684.86,205139,539528.24,Category A (MNC/Govt/PSU),12.12,10276.03,0,0,3,1,0,1,4,41.73,729
STABLE,17724.48,45847,93169.72,Unlisted,0.83,3380.0,0,0,5,1,1,1,6,83.77,533
STABLE,61446.39,141483,375055.18,Category B (Private Ltd),2.26,9913.62,0,2,3,1,1,1,3,79.68,508
STABLE,57549.12,141888,419988.27,Category B (Private Ltd),3.13,237993.32,0,0,4,1,1,1,5,72.19,701
STABLE,137320.58,244199,470083.2,Category B (Private Ltd),5.33,439124.89,0,0,3,0,1,1,4,76.14,739
STABLE,72051.09,178849,215674.42,Category C (Partnership/Proprietorship),0.9,306867.78,0,0,4,1,0,1,5,48.76,739
FLUCTUATING,127524.82,274037,319363.33,Category A (MNC/Govt/PSU),16.8,173904.89,0,0,2,0,1,0,3,33.0,677
UNSTABLE,71979.28,121324,314321.94,Category A (MNC/Govt/PSU),3.36,43129.66,1,0,5,1,1,1,5,30.61,586
FLUCTUATING,107338.76,267111,665282.35,Category C (Partnership/Proprietorship),5.26,987044.85,0,0,4,1,1,1,4,21.92,667
STABLE,69305.31,130353,283732.43,Category A (MNC/Govt/PSU),3.82,280918.82,0,0,3,1,1,1,3,73.05,713
STABLE,75790.54,183165,365522.7,Unlisted,2.32,2724.32,0,0,0,0,0,0,1,30.11,595
STABLE,166225.11,283443,532276.09,Category C (Partnership/Proprietorship),4.22,1337501.83,0,0,0,0,0,0,0,29.26,748
STABLE,29866.58,51442,135055.55,Unlisted,10.66,157859.26,0,0,1,0,1,0,1,44.1,704
UNSTABLE,76889.2,239489,340068.54,Category C (Partnership/Proprietorship),5.44,118052.9,0,0,2,1,0,0,3,74.82,577
STABLE,32854.42,63418,128388.36,Unlisted,7.75,196428.75,0,0,2,0,0,1,2,58.8,712
STABLE,61648.41,113402,308984.04,Category A (MNC/Govt/PSU),2.91,3568.63,0,0,2,0,1,0,3,59.98,639
STABLE,21989.37,72140,90079.0,Category A (MNC/Govt/PSU),1.81,281025.79,0,0,5,1,1,1,5,24.7,741
UNSTABLE,110053.96,268610,760605.48,Category C (Partnership/Proprietorship),6.92,177453.36,0,0,0,0,0,0,0,82.1,538
FLUCTUATING,66226.43,162352,468122.51,Category A (MNC/Govt/PSU),5.38,330135.43,0,0,0,0,0,0,0,41.02,709
STABLE,107197.77,236384,507467.64,Category C (Partnership/Proprietorship),3.15,68198.28,2,0,1,0,0,0,1,31.07,627
STABLE,94961.76,196306,241634.33,Unlisted,3.47,863873.13,1,0,5,1,1,1,5,63.83,622
FLUCTUATING,23220.35,48273,72476.77,Category A (MNC/Govt/PSU),0.91,155874.55,0,0,1,0,0,0,1,49.58,675
STABLE,72263.51,232411,578718.84,Category C (Partnership/Proprietorship),2.24,353762.06,0,0,3,0,0,1,4,30.53,731
STABLE,57686.2,120944,291915.68,Category A (MNC/Govt/PSU),5.88,597355.04,0,0,1,0,1,0,1,66.07,722
STABLE,123808.8,264195,660134.12,Category A (MNC/Govt/PSU),0.71,1080553.21,0,0,5,1,1,1,5,45.29,750
STABLE,101894.27,170076,280183.02,Category A (MNC/Govt/PSU),0.17,388516.55,0,0,2,0,0,1,2,26.15,759
FLUCTUATING,93234.11,265844,704616.4,Category B (Private Ltd),2.46,474919.63,0,0,0,0,0,0,1,22.07,693
STABLE,15662.8,35975,105924.33,Category B (Private Ltd),7.44,129420.21,0,0,0,0,0,0,0,84.46,657
STABLE,118835.29,290730,612352.7,Category B (Private Ltd),7.82,8355.89,0,0,0,0,0,0,0,73.84,619
STABLE,11886.91,34284,80154.04,Category A (MNC/Govt/PSU),2.67,49134.21,0,0,5,1,1,1,5,52.58,695
STABLE,14509.34,34390,82440.7,Unlisted,0.14,93147.61,0,0,2,0,0,1,2,52.94,683
UNSTABLE,77201.02,210029,250644.47,Category A (MNC/Govt/PSU),2.49,500956.53,2,0,3,1,1,0,3,69.67,563
FLUCTUATING,156016.43,269205,339041.17,Category B (Private Ltd),0.42,153131.99,1,0,2,0,1,1,2,73.63,567
STABLE,27170.14,83180,154125.35,Category A (MNC/Govt/PSU),0.16,243295.73,0,0,2,1,0,0,3,20.74,757
STABLE,65996.2,160703,407640.29,Category A (MNC/Govt/PSU),5.87,368431.13,0,0,0,0,0,0,1,22.53,763
FLUCTUATING,40954.01,89961,177587.83,Category B (Private Ltd),6.34,352186.99,0,0,3,1,0,0,4,24.82,714
FLUCTUATING,101535.37,256427,732290.75,Category B (Private Ltd),1.5,1036032.17,0,0,0,0,0,0,1,41.37,693
STABLE,107404.3,250693,276150.21,Category C (Partnership/Proprietorship),11.18,534914.67,0,0,2,1,0,0,2,39.5,769
FLUCTUATING,84490.63,176212,266035.42,Category B (Private Ltd),11.99,259256.28,2,0,3,0,1,1,4,57.7,614
STABLE,128360.45,277697,795948.63,Category A (MNC/Govt/PSU),3.63,10477.35,0,0,4,0,1,1,4,45.95,651
STABLE,111331.93,295954,850388.35,Category B (Private Ltd),5.35,831821.23,0,1,4,0,1,1,4,64.71,667
STABLE,11607.14,31390,41580.17,Category C (Partnership/Proprietorship),3.11,18600.9,0,0,1,0,0,0,1,62.87,664
STABLE,84631.12,207682,195877.07,Unlisted,12.93,1034378.43,0,0,3,1,1,0,3,16.69,857
STABLE,28547.74,91838,123563.18,Category C (Partnership/Proprietorship),7.17,412649.15,1,0,1,0,1,0,1,66.19,684
FLUCTUATING,64791.9,142525,377982.49,Category C (Partnership/Proprietorship),4.41,410202.56,0,0,5,1,1,1,5,59.47,667
STABLE,29703.77,63966,100703.99,Category A (MNC/Govt/PSU),10.97,2643.27,0,0,0,0,0,0,1,89.58,588
UNSTABLE,28007.36,65426,143273.68,Category B (Private Ltd),8.17,5443.79,2,0,3,0,0,1,4,19.25,517
UNSTABLE,73701.9,199781,461268.8,Category B (Private Ltd),11.56,187730.31,0,0,2,1,0,1,3,70.17,629
STABLE,73281.84,236504,587545.26,Category B (Private Ltd),3.4,4795.84,0,0,4,0,1,1,4,67.54,606
UNSTABLE,85937.01,174322,262027.95,Category B (Private Ltd),6.69,275764.26,0,0,5,1,1,1,5,31.85,664
STABLE,86089.78,173512,389135.45,Category A (MNC/Govt/PSU),2.74,247445.91,0,0,3,1,0,1,4,12.59,746
STABLE,120858.06,293848,378217.32,Category C (Partnership/Proprietorship),7.62,10467.0,0,0,3,0,1,1,3,75.05,610
STABLE,78803.79,260678,553939.93,Category A (MNC/Govt/PSU),0.7,858115.78,0,0,0,0,0,0,0,18.85,766
STABLE,61616.84,204754,294857.52,Category B (Private Ltd),18.74,478374.83,3,0,2,0,0,1,2,66.38,634
STABLE,69051.43,118685,325859.33,Unlisted,0.91,429985.23,0,0,3,1,1,1,4,26.74,686
STABLE,133714.37,234373,482274.42,Category C (Partnership/Proprietorship),4.51,1059467.46,0,0,2,1,0,0,3,45.4,748
STABLE,88672.23,283304,433098.39,Category A (MNC/Govt/PSU),10.69,145128.07,2,0,3,1,1,0,3,88.8,598
STABLE,17323.22,45404,85616.22,Category C (Partnership/Proprietorship),13.4,119098.89,0,0,5,1,1,1,5,53.73,724
STABLE,42081.43,127876,229472.26,Category A (MNC/Govt/PSU),0.82,590695.25,0,0,2,0,0,1,2,60.12,727
STABLE,68820.38,190904,229694.3,Category C (Partnership/Proprietorship),1.3,349251.82,1,0,4,0,1,1,5,83.36,602
STABLE,58030.09,97814,137556.18,Category A (MNC/Govt/PSU),4.07,427620.3,0,0,4,0,1,1,4,49.45,751
STABLE,4133.53,11251,26088.04,Category A (MNC/Govt/PSU),4.45,9684.88,0,0,2,0,1,1,2,91.83,591
FLUCTUATING,30418.36,52486,150730.66,Category B (Private Ltd),13.01,3366.23,0,0,0,0,0,0,0,82.41,553
STABLE,43317.09,125567,312263.27,Category A (MNC/Govt/PSU),1.08,218309.79,0,0,0,0,0,0,0,43.91,771
STABLE,31646.22,71007,195318.87,Category A (MNC/Govt/PSU),3.82,215735.59,0,0,2,0,0,0,2,48.63,751
FLUCTUATING,101495.1,235933,335594.91,Category A (MNC/Govt/PSU),1.43,848542.86,0,1,3,1,0,0,4,80.41,550
UNSTABLE,87753.62,206471,608100.9,Category A (MNC/Govt/PSU),1.24,164467.47,3,0,4,1,1,1,4,31.12,514
STABLE,66413.85,139398,197027.52,Category A (MNC/Govt/PSU),2.94,1423.82,0,0,1,0,1,0,1,49.08,654
STABLE,109148.77,290816,563010.89,Category A (MNC/Govt/PSU),5.08,329704.58,0,0,4,1,0,1,4,57.0,748
FLUCTUATING,111521.92,188012,230224.35,Unlisted,7.35,725788.48,0,0,5,1,1,1,5,50.03,660
UNSTABLE,103049.32,218553,380200.45,Category C (Partnership/Proprietorship),2.91,272799.51,0,0,0,0,0,0,1,61.44,601
UNSTABLE,43624.5,137568,316796.52,Unlisted,1.15,164152.95,0,0,1,0,0,1,1,33.92,604
FLUCTUATING,113388.42,251657,752011.58,Category C (Partnership/Proprietorship),0.8,736636.36,0,0,0,0,0,0,0,89.0,589
STABLE,88817.72,174754,340289.86,Unlisted,5.09,570092.22,0,0,0,0,0,0,1,17.12,718
STABLE,157762.79,263505,751340.94,Category C (Partnership/Proprietorship),3.47,759646.34,0,0,2,1,0,0,2,60.85,717
STABLE,159624.45,288701,843735.46,Category B (Private Ltd),0.25,952271.15,0,0,0,0,0,0,0,13.93,757
UNSTABLE,77994.78,239484,575693.37,Category A (MNC/Govt/PSU),1.23,21872.59,0,0,0,0,0,0,1,62.73,564
STABLE,98560.23,259050,423403.62,Category A (MNC/Govt/PSU),1.41,699201.53,0,0,0,0,0,0,1,11.75,751
STABLE,92301.79,231531,332089.57,Unlisted,5.43,669591.5,0,0,5,1,1,1,5,53.75,708
STABLE,118272.78,252384,537217.52,Category B (Private Ltd),5.85,22228.28,0,0,5,1,1,1,5,80.55,604
STABLE,65899.32,140904,170953.74,Category B (Private Ltd),1.16,666556.75,0,0,3,1,0,0,3,94.88,681
STABLE,123437.92,225549,606303.62,Category C (Partnership/Proprietorship),12.03,3558.07,0,0,0,0,0,0,0,91.39,580
STABLE,58562.06,127878,358135.01,Category A (MNC/Govt/PSU),0.4,279543.47,0,0,5,1,1,1,5,17.74,738
STABLE,100840.2,217792,484485.08,Unlisted,2.52,358943.89,0,0,1,1,0,0,2,15.61,717
FLUCTUATING,24437.58,49623,124231.83,Category B (Private Ltd),13.2,190451.95,0,0,3,1,1,0,3,10.77,685
STABLE,60754.42,126615,177890.44,Category B (Private Ltd),0.4,340710.75,0,0,5,1,1,1,5,53.39,728
FLUCTUATING,81624.29,176232,404890.54,Category B (Private Ltd),8.03,649614.36,0,0,4,1,1,1,4,23.59,691
STABLE,53792.34,169683,279497.83,Category A (MNC/Govt/PSU),13.38,16350.58,0,0,1,0,1,0,2,55.65,712
UNSTABLE,168602.8,293095,374749.33,Category A (MNC/Govt/PSU),7.56,629926.21,0,0,5,1,1,1,6,81.96,588
STABLE,25909.13,73745,195464.27,Category A (MNC/Govt/PSU),13.77,46394.73,1,0,4,1,1,0,4,41.96,687
STABLE,116334.16,218328,245960.52,Category C (Partnership/Proprietorship),3.14,356900.76,1,0,5,1,1,1,6,88.53,594
STABLE,25724.99,73853,76249.56,Category B (Private Ltd),5.2,4144.78,0,0,1,1,0,0,2,59.74,680
STABLE,24335.61,75628,158969.33,Category A (MNC/Govt/PSU),2.86,258328.64,0,0,3,0,1,1,4,39.01,723
STABLE,125521.37,230817,423898.34,Unlisted,2.09,555194.04,1,0,1,0,0,1,2,55.97,688
STABLE,36380.58,95853,216102.98,Category A (MNC/Govt/PSU),2.17,174972.12,0,0,3,1,1,0,4,28.18,743
STABLE,70865.39,199072,250243.66,Category C (Partnership/Proprietorship),14.62,769400.03,0,0,5,1,1,1,6,78.7,705
UNSTABLE,83916.2,206759,573420.54,Unlisted,1.32,4092.15,0,0,3,0,0,1,4,26.77,519
STABLE,164650.87,192249,781486.83,Category C (Partnership/Proprietorship),18.92,908137.55,0,0,3,1,0,0,3,76.28,821
STABLE,136901.82,246714,269400.61,Unlisted,1.52,1178641.08,0,0,4,1,0,1,4,45.21,699
STABLE,105530.03,263150,479545.2,Category A (MNC/Govt/PSU),3.6,890134.93,0,0,0,0,0,0,1,16.08,764
STABLE,129538.02,244441,442368.09,Category A (MNC/Govt/PSU),0.19,21637.08,0,0,2,1,0,0,2,68.15,663
STABLE,16367.16,31106,81665.23,Category C (Partnership/Proprietorship),3.24,50344.16,3,0,0,0,0,0,1,43.49,585
FLUCTUATING,109723.82,217895,306726.02,Unlisted,4.62,6266.86,0,0,3,0,1,1,4,78.14,527
STABLE,70123.02,226561,223794.4,Category A (MNC/Govt/PSU),18.56,805237.87,0,0,2,1,0,0,3,67.84,828
STABLE,80760.32,221184,296063.82,Category A (MNC/Govt/PSU),0.6,1097555.66,0,0,3,1,1,0,3,85.57,651
STABLE,7069.31,21848,23319.36,Category B (Private Ltd),6.86,33866.36,0,0,1,0,1,0,2,48.01,707
STABLE,46027.59,138442,198877.27,Category A (MNC/Govt/PSU),2.88,302967.75,3,0,4,0,1,1,4,92.72,554
STABLE,147030.81,282469,350643.11,Category A (MNC/Govt/PSU),0.78,443077.75,0,0,3,1,1,0,3,84.33,675
STABLE,113200.45,194826,427690.18,Category A (MNC/Govt/PSU),5.53,617846.66,0,0,3,1,1,1,4,34.9,753
STABLE,67693.73,143098,386184.8,Category A (MNC/Govt/PSU),1.07,11542.49,0,0,5,1,1,1,6,47.01,677
STABLE,96842.19,226492,567265.4,Category B (Private Ltd),11.91,369979.47,0,0,0,0,0,0,1,46.91,776
STABLE,78994.89,135877,247805.18,Unlisted,2.74,587494.27,1,0,4,1,1,1,5,39.64,650
FLUCTUATING,161689.5,288800,426465.04,Category B (Private Ltd),8.53,1395644.9,0,0,2,1,0,0,3,10.87,706
STABLE,105995.25,262948,369529.63,Category B (Private Ltd),0.92,642388.06,0,0,4,1,1,1,4,43.94,737
STABLE,76516.65,246506,329145.01,Category B (Private Ltd),4.18,768340.13,0,0,1,1,0,0,2,68.84,719
STABLE,86781.34,221642,475020.81,Category A (MNC/Govt/PSU),6.49,2921.08,1,0,0,0,0,0,0,61.14,612
STABLE,49442.64,90988,177846.71,Category A (MNC/Govt/PSU),14.38,2072.77,0,0,0,0,0,0,0,69.37,659
STABLE,112049.57,237056,470608.67,Category B (Private Ltd),10.38,1061846.03,0,0,3,0,1,1,3,35.13,768
STABLE,52230.01,142972,336740.57,Category B (Private Ltd),6.61,258317.56,1,0,1,0,1,0,2,29.6,728
UNSTABLE,29857.24,88785,106296.87,Category A (MNC/Govt/PSU),7.86,397815.83,0,0,2,0,0,1,2,31.05,686
STABLE,41379.69,78071,114643.48,Unlisted,2.45,141169.24,0,0,5,1,1,1,5,39.73,692
UNSTABLE,119418.22,227863,504725.21,Category B (Private Ltd),0.33,10056.22,0,0,1,0,0,0,2,11.12,556
FLUCTUATING,117442.51,257435,551499.22,Unlisted,11.86,466957.87,0,0,0,0,0,0,1,61.94,645
STABLE,23647.21,66434,68681.56,Category B (Private Ltd),3.42,129130.09,0,0,4,1,0,1,4,49.92,740
STABLE,16717.02,35419,64196.96,Category A (MNC/Govt/PSU),5.27,1474.61,0,0,0,0,0,0,0,89.12,565
STABLE,50795.16,88269,219330.76,Category B (Private Ltd),0.14,5887.42,0,0,3,1,1,1,3,25.69,656
STABLE,36587.84,62323,90896.29,Category B (Private Ltd),6.42,105275.1,0,0,0,0,0,0,0,28.68,747
STABLE,100391.59,180180,424374.5,Unlisted,15.27,172722.69,0,0,5,1,1,1,6,58.52,707
STABLE,70016.33,144912,162065.76,Category C (Partnership/Proprietorship),0.21,321112.39,0,0,4,1,1,1,5,31.47,714
STABLE,34431.28,113887,138077.53,Category B (Private Ltd),17.26,1774.28,0,0,4,1,1,0,4,59.01,640
UNSTABLE,97416.61,226838,668508.22,Category A (MNC/Govt/PSU),0.51,1090733.36,0,0,3,1,1,0,4,10.77,666
STABLE,81398.67,200546,550615.62,Category C (Partnership/Proprietorship),4.59,780800.26,0,0,4,1,1,1,5,44.42,735
STABLE,32206.67,256363,233686.24,Category A (MNC/Govt/PSU),14.09,1172928.35,0,0,3,1,0,1,3,57.76,821
STABLE,149172.32,295087,465963.58,Category B (Private Ltd),3.62,170375.98,0,0,5,1,1,1,5,25.45,710
STABLE,7554.73,19710,56549.21,Category C (Partnership/Proprietorship),17.24,719.87,0,0,1,1,0,0,2,35.52,587
FLUCTUATING,29624.35,89048,188404.2,Category C (Partnership/Proprietorship),0.47,358765.87,0,0,1,0,0,1,1,14.77,673
STABLE,28974.7,94299,159955.16,Category A (MNC/Govt/PSU),1.43,223613.55,0,0,5,1,1,1,5,82.81,668
FLUCTUATING,138677.63,248262,594946.29,Category A (MNC/Govt/PSU),8.78,530205.54,0,0,3,1,1,0,4,25.06,701
STABLE,55632.41,127219,202955.61,Category C (Partnership/Proprietorship),3.91,155759.8,0,0,3,0,0,1,3,94.22,622
FLUCTUATING,98674.18,219211,624315.07,Category A (MNC/Govt/PSU),7.05,455467.93,1,0,2,0,1,0,3,44.67,668
STABLE,109696.31,283753,735528.68,Category A (MNC/Govt/PSU),5.47,363971.14,0,0,3,0,1,1,3,45.9,724
FLUCTUATING,25552.67,70690,117115.44,Category C (Partnership/Proprietorship),16.17,21112.99,0,0,3,1,1,0,3,15.85,628
STABLE,3926.95,11463,31965.34,Category C (Partnership/Proprietorship),1.28,4313.46,3,0,0,0,0,0,1,82.18,446
FLUCTUATING,80806.23,239554,668165.44,Category A (MNC/Govt/PSU),5.77,673575.36,0,0,0,0,0,0,0,46.6,731
STABLE,27430.13,51434,51652.22,Category B (Private Ltd),5.19,173299.9,0,0,2,0,0,0,3,14.82,734
STABLE,52272.75,117776,176888.95,Category B (Private Ltd),0.22,6860.85,0,0,4,1,1,0,5,53.27,663
FLUCTUATING,130836.25,282362,485892.89,Category A (MNC/Govt/PSU),0.95,1235102.2,0,0,4,1,1,1,4,16.18,688
FLUCTUATING,101419.61,200983,524910.6,Category A (MNC/Govt/PSU),3.88,824755.56,1,0,4,1,0,1,4,18.34,662
STABLE,50414.67,150304,335124.57,Category B (Private Ltd),1.75,177169.83,1,0,4,1,1,1,4,69.42,652
STABLE,142003.87,286061,640207.81,Category A (MNC/Govt/PSU),0.05,1137531.53,1,0,1,0,0,0,1,81.02,641
STABLE,70692.53,120175,200533.86,Category B (Private Ltd),5.69,586711.66,0,0,5,1,1,1,6,54.25,753
STABLE,11638.09,27758,34934.67,Category A (MNC/Govt/PSU),0.8,105314.65,0,0,2,0,1,1,3,45.18,729
STABLE,117116.41,255315,702427.37,Unlisted,0.37,625168.87,0,0,5,1,1,1,6,89.48,624
UNSTABLE,30850.79,97772,292652.82,Category A (MNC/Govt/PSU),0.91,7524.49,0,0,5,1,1,1,5,28.05,594
STABLE,110564.07,232384,482659.68,Unlisted,9.96,6005.05,1,0,2,1,0,0,2,43.13,598
STABLE,15501.04,40825,70902.07,Category B (Private Ltd),10.13,112891.05,0,0,4,0,1,1,4,80.14,683
STABLE,45292.17,96786,121998.9,Category B (Private Ltd),12.39,456719.62,0,0,2,0,1,0,2,63.61,752
STABLE,30774.02,97669,99720.98,Unlisted,0.78,392136.96,1,0,5,1,1,1,5,25.28,668
STABLE,128643.99,262126,632384.66,Category A (MNC/Govt/PSU),4.89,23576.81,1,0,4,1,1,0,4,48.18,640
STABLE,71044.1,167619,313921.47,Category B (Private Ltd),5.32,744893.96,0,0,4,1,0,1,5,27.15,770
STABLE,157297.0,295259,842288.66,Category B (Private Ltd),0.75,160409.12,0,0,5,1,1,1,6,89.07,639
STABLE,92966.72,220875,346569.24,Category B (Private Ltd),0.53,48864.14,0,0,2,0,1,1,3,24.55,714
STABLE,28121.6,73059,94526.23,Category B (Private Ltd),4.1,5039.42,0,0,5,1,1,1,5,69.03,620
STABLE,12160.48,26290,44473.8,Category C (Partnership/Proprietorship),3.68,118572.75,1,0,1,1,0,0,2,63.31,649
FLUCTUATING,15706.73,30529,68585.47,Category B (Private Ltd),5.97,108110.09,0,0,1,0,1,0,2,35.64,669
STABLE,115798.95,285027,421305.56,Category A (MNC/Govt/PSU),1.67,404567.09,0,0,2,1,1,0,2,92.39,645
STABLE,94124.4,169897,274649.3,Category C (Partnership/Proprietorship),3.23,504240.55,0,0,3,0,1,1,3,34.52,718
STABLE,49523.4,136468,220281.82,Category C (Partnership/Proprietorship),3.28,640169.96,0,0,1,0,1,0,1,33.68,716
UNSTABLE,38647.39,77519,210269.02,Category A (MNC/Govt/PSU),10.78,55415.47,3,0,4,1,1,1,4,46.43,526
FLUCTUATING,57987.62,182237,269709.5,Unlisted,0.8,4352.43,0,0,4,1,1,1,5,68.38,490
STABLE,6013.97,17057,30574.18,Unlisted,2.42,738.5,0,0,2,0,1,1,2,20.6,532
UNSTABLE,110743.78,216636,284430.27,Category B (Private Ltd),17.05,383547.26,0,0,5,1,1,1,6,29.94,665
STABLE,21984.9,44563,66126.22,Category B (Private Ltd),6.74,187366.99,2,0,1,0,0,0,2,92.79,591
STABLE,73264.07,161855,162261.09,Category A (MNC/Govt/PSU),0.59,373455.72,0,0,3,0,1,1,4,60.82,735
STABLE,111883.11,210683,547696.12,Category A (MNC/Govt/PSU),12.32,7467.21,1,0,0,0,0,0,0,17.47,643
STABLE,12252.29,36973,99541.06,Category A (MNC/Govt/PSU),5.31,65177.05,0,0,3,0,1,0,4,90.65,650
STABLE,138780.63,246691,362048.38,Unlisted,7.1,572396.29,0,0,2,1,0,1,3,92.83,646
STABLE,43821.38,80608,179932.73,Category A (MNC/Govt/PSU),1.5,297857.63,2,0,3,1,0,0,4,83.26,584
STABLE,71216.35,119466,223654.57,Category A (MNC/Govt/PSU),3.6,9864.55,0,2,2,0,1,1,2,53.48,572
STABLE,65907.9,205494,252145.52,Category C (Partnership/Proprietorship),6.57,223277.82,0,0,3,1,0,1,4,86.45,629
UNSTABLE,75443.86,133301,185565.59,Category A (MNC/Govt/PSU),2.4,575739.46,0,0,4,0,1,1,4,20.05,672
STABLE,22467.33,37491,75693.74,Category C (Partnership/Proprietorship),7.92,67396.77,0,0,1,1,0,0,1,60.65,705
STABLE,86168.77,159717,268450.24,Category B (Private Ltd),2.02,393658.78,0,0,1,0,0,0,2,37.29,763
STABLE,17190.29,54584,73976.54,Category B (Private Ltd),10.11,205509.22,0,0,1,0,0,0,1,16.06,766
STABLE,75147.71,216971,322855.27,Category A (MNC/Govt/PSU),1.53,754857.18,0,0,4,0,1,1,5,70.1,733
STABLE,20022.28,51788,97938.06,Category C (Partnership/Proprietorship),12.57,2981.26,0,0,3,1,0,0,4,15.32,671
STABLE,71606.83,160539,370954.74,Category C (Partnership/Proprietorship),1.81,1660.99,0,0,5,1,1,1,6,10.86,600
STABLE,11169.97,28789,51193.44,Category A (MNC/Govt/PSU),4.18,44982.27,1,0,5,1,1,1,6,66.34,677
FLUCTUATING,70492.02,215035,222444.03,Category C (Partnership/Proprietorship),10.81,579657.73,0,0,3,1,0,1,4,23.53,706
STABLE,14865.6,48591,78115.34,Category A (MNC/Govt/PSU),11.43,168366.26,3,0,4,1,1,1,5,76.78,610
STABLE,93308.23,163461,235780.37,Category A (MNC/Govt/PSU),1.22,267653.44,2,0,3,1,1,1,4,76.6,632
STABLE,66051.15,126549,261418.53,Category B (Private Ltd),2.38,337817.75,0,0,5,1,1,1,5,56.29,749
FLUCTUATING,106750.01,202525,301150.19,Category C (Partnership/Proprietorship),7.3,647699.97,0,0,3,0,1,1,3,16.6,682
STABLE,15393.33,36558,103352.07,Category A (MNC/Govt/PSU),5.75,133171.7,0,0,5,1,1,1,5,10.43,733
STABLE,98086.9,199973,570214.1,Category B (Private Ltd),3.99,209112.79,0,0,2,0,0,1,2,51.46,739
STABLE,37858.67,111303,193389.89,Unlisted,7.39,332782.62,0,0,5,1,1,1,6,24.22,709
FLUCTUATING,10615.82,22434,49270.7,Category A (MNC/Govt/PSU),5.24,63392.69,1,0,2,1,0,1,2,51.24,601
UNSTABLE,6986.14,22060,60507.41,Category B (Private Ltd),2.73,89168.32,0,0,5,1,1,1,6,37.06,578
FLUCTUATING,35710.9,95191,252352.83,Category A (MNC/Govt/PSU),0.71,5058.69,0,0,2,0,1,1,2,54.08,618
STABLE,7840.36,15328,21981.34,Category A (MNC/Govt/PSU),0.09,410.73,0,0,2,0,1,0,3,52.81,571
